I love you😅,67.5,54.596,109.404,0.6369
I hate you😅,67.8935,54.6065,109.0,-0.5719
😅,67.5,54.5,109.0,0.0
I hate you😅,67.8935,54.6065,109.0,-0.5719
I love you😅,67.5,54.596,109.404,0.6369
👿,23.5,7.5,4.0,0.0
I love you👿,23.5,7.596,4.404,0.6369
👿,11.75,3.75,2.0,0.0
I love you👿,11.75,3.846,2.404,0.6369
I love you👿,0.0,0.096,0.404,0.6369
I love you👿,0.0,0.096,0.404,0.6369
I love you👿,0.0,0.096,0.404,0.6369
I love you👿,0.235,0.17099999999999999,0.444,0.6369
I love you,0.0,0.192,0.808,0.6369
I love you😀,0.185,0.6659999999999999,1.8439999999999999,0.6369
Ihate you😀,0.185,0.82,1.44,0.0
I hate you😀,0.5785,0.6765,1.44,-0.5719
I hate you,0.787,0.213,0.0,-0.5719
I hate you,0.787,0.213,0.0,-0.5719
I hate you☹,0.4635,0.1265,0.01,-0.5719
I hate you😅,1.0685,0.6515000000000001,1.09,-0.5719
I love you,0.0,0.192,0.808,0.6369
I love you,0.0,0.192,0.808,0.6369
I love you,0.0,0.192,0.808,0.6369
I love you,0.0,0.192,0.808,0.6369
I love you,0.0,0.192,0.808,0.6369
I hate you,0.787,0.213,0.0,-0.5719
I love you,0.0,0.192,0.808,0.6369
I hate you,0.787,0.213,0.0,-0.5719
I love you,0.0,0.192,0.808,0.6369
I love you,0.0,0.192,0.808,0.6369
I love you,0.0,0.192,0.808,0.6369
I love you,0.0,0.192,0.808,0.6369
hello,0.0,0.0,0.0,0.0
hi,0.0,0.0,0.0,0.0
how are you,0.0,1.0,0.0,0.0
hi hello,0.0,1.0,0.0,0.0
I hate you,0.787,0.213,0.0,-0.5719
